id,"machine_name","variable_name","datetime_from","datetime_to",value
9129,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 12:35:00","2018-01-04 12:40:00",77
9130,"2x2 brick mould","PRODUCTION","2018-01-04 12:35:00","2018-01-04 12:40:00",3066
9131,"2x2 brick mould","SCRAP","2018-01-04 12:35:00","2018-01-04 12:40:00",138
9132,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 12:35:00","2018-01-04 12:40:00",79
9133,"3x2 brick mould","PRODUCTION","2018-01-04 12:35:00","2018-01-04 12:40:00",2109
9134,"3x2 brick mould","SCRAP","2018-01-04 12:35:00","2018-01-04 12:40:00",57
9135,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 12:35:00","2018-01-04 12:40:00",95
9136,"4x2 brick mould","PRODUCTION","2018-01-04 12:40:00","2018-01-04 12:45:00",2348
9137,"4x2 brick mould","SCRAP","2018-01-04 12:40:00","2018-01-04 12:45:00",133
9138,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 12:40:00","2018-01-04 12:45:00",87
9139,"2x2 brick mould","PRODUCTION","2018-01-04 12:40:00","2018-01-04 12:45:00",2880
9140,"2x2 brick mould","SCRAP","2018-01-04 12:40:00","2018-01-04 12:45:00",44
9141,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 12:40:00","2018-01-04 12:45:00",74
9142,"3x2 brick mould","PRODUCTION","2018-01-04 12:40:00","2018-01-04 12:45:00",3011
9143,"3x2 brick mould","SCRAP","2018-01-04 12:40:00","2018-01-04 12:45:00",95
9144,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 12:40:00","2018-01-04 12:45:00",85
9145,"4x2 brick mould","PRODUCTION","2018-01-04 12:45:00","2018-01-04 12:50:00",0
9146,"4x2 brick mould","SCRAP","2018-01-04 12:45:00","2018-01-04 12:50:00",0
9147,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 12:45:00","2018-01-04 12:50:00",77
9148,"2x2 brick mould","PRODUCTION","2018-01-04 12:45:00","2018-01-04 12:50:00",2910
9149,"2x2 brick mould","SCRAP","2018-01-04 12:45:00","2018-01-04 12:50:00",57
9150,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 12:45:00","2018-01-04 12:50:00",74
9151,"3x2 brick mould","PRODUCTION","2018-01-04 12:45:00","2018-01-04 12:50:00",2594
9152,"3x2 brick mould","SCRAP","2018-01-04 12:45:00","2018-01-04 12:50:00",56
9153,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 12:45:00","2018-01-04 12:50:00",78
9154,"4x2 brick mould","PRODUCTION","2018-01-04 12:50:00","2018-01-04 12:55:00",2726
9155,"4x2 brick mould","SCRAP","2018-01-04 12:50:00","2018-01-04 12:55:00",53
9156,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 12:50:00","2018-01-04 12:55:00",79
9157,"2x2 brick mould","PRODUCTION","2018-01-04 12:50:00","2018-01-04 12:55:00",2070
9158,"2x2 brick mould","SCRAP","2018-01-04 12:50:00","2018-01-04 12:55:00",136
9159,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 12:50:00","2018-01-04 12:55:00",77
9160,"3x2 brick mould","PRODUCTION","2018-01-04 12:50:00","2018-01-04 12:55:00",2616
9161,"3x2 brick mould","SCRAP","2018-01-04 12:50:00","2018-01-04 12:55:00",108
9162,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 12:50:00","2018-01-04 12:55:00",78
9163,"4x2 brick mould","PRODUCTION","2018-01-04 12:55:00","2018-01-04 13:00:00",2247
9164,"4x2 brick mould","SCRAP","2018-01-04 12:55:00","2018-01-04 13:00:00",67
9165,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 12:55:00","2018-01-04 13:00:00",77
9166,"2x2 brick mould","PRODUCTION","2018-01-04 12:55:00","2018-01-04 13:00:00",2103
9167,"2x2 brick mould","SCRAP","2018-01-04 12:55:00","2018-01-04 13:00:00",122
9168,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 12:55:00","2018-01-04 13:00:00",83
9169,"3x2 brick mould","PRODUCTION","2018-01-04 12:55:00","2018-01-04 13:00:00",0
9170,"3x2 brick mould","SCRAP","2018-01-04 12:55:00","2018-01-04 13:00:00",0
9171,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 12:55:00","2018-01-04 13:00:00",78
9172,"4x2 brick mould","PRODUCTION","2018-01-04 13:00:00","2018-01-04 13:05:00",2628
9173,"4x2 brick mould","SCRAP","2018-01-04 13:00:00","2018-01-04 13:05:00",46
9174,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:00:00","2018-01-04 13:05:00",94
9175,"2x2 brick mould","PRODUCTION","2018-01-04 13:00:00","2018-01-04 13:05:00",0
9176,"2x2 brick mould","SCRAP","2018-01-04 13:00:00","2018-01-04 13:05:00",0
9177,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:00:00","2018-01-04 13:05:00",82
9178,"3x2 brick mould","PRODUCTION","2018-01-04 13:00:00","2018-01-04 13:05:00",2782
9179,"3x2 brick mould","SCRAP","2018-01-04 13:00:00","2018-01-04 13:05:00",130
9180,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:00:00","2018-01-04 13:05:00",78
9181,"4x2 brick mould","PRODUCTION","2018-01-04 13:05:00","2018-01-04 13:10:00",2002
9182,"4x2 brick mould","SCRAP","2018-01-04 13:05:00","2018-01-04 13:10:00",115
9183,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:05:00","2018-01-04 13:10:00",78
9184,"2x2 brick mould","PRODUCTION","2018-01-04 13:05:00","2018-01-04 13:10:00",3071
9185,"2x2 brick mould","SCRAP","2018-01-04 13:05:00","2018-01-04 13:10:00",82
9186,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:05:00","2018-01-04 13:10:00",84
9187,"3x2 brick mould","PRODUCTION","2018-01-04 13:05:00","2018-01-04 13:10:00",2512
9188,"3x2 brick mould","SCRAP","2018-01-04 13:05:00","2018-01-04 13:10:00",66
9189,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:05:00","2018-01-04 13:10:00",78
9190,"4x2 brick mould","PRODUCTION","2018-01-04 13:10:00","2018-01-04 13:15:00",0
9191,"4x2 brick mould","SCRAP","2018-01-04 13:10:00","2018-01-04 13:15:00",0
9192,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:10:00","2018-01-04 13:15:00",77
9193,"2x2 brick mould","PRODUCTION","2018-01-04 13:10:00","2018-01-04 13:15:00",2523
9194,"2x2 brick mould","SCRAP","2018-01-04 13:10:00","2018-01-04 13:15:00",107
9195,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:10:00","2018-01-04 13:15:00",84
9196,"3x2 brick mould","PRODUCTION","2018-01-04 13:10:00","2018-01-04 13:15:00",2931
9197,"3x2 brick mould","SCRAP","2018-01-04 13:10:00","2018-01-04 13:15:00",91
9198,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:10:00","2018-01-04 13:15:00",78
9199,"4x2 brick mould","PRODUCTION","2018-01-04 13:15:00","2018-01-04 13:20:00",3011
9200,"4x2 brick mould","SCRAP","2018-01-04 13:15:00","2018-01-04 13:20:00",77
9201,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:15:00","2018-01-04 13:20:00",87
9202,"2x2 brick mould","PRODUCTION","2018-01-04 13:15:00","2018-01-04 13:20:00",2762
9203,"2x2 brick mould","SCRAP","2018-01-04 13:15:00","2018-01-04 13:20:00",76
9204,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:15:00","2018-01-04 13:20:00",85
9205,"3x2 brick mould","PRODUCTION","2018-01-04 13:15:00","2018-01-04 13:20:00",2087
9206,"3x2 brick mould","SCRAP","2018-01-04 13:15:00","2018-01-04 13:20:00",112
9207,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:15:00","2018-01-04 13:20:00",89
9208,"4x2 brick mould","PRODUCTION","2018-01-04 13:20:00","2018-01-04 13:25:00",2748
9209,"4x2 brick mould","SCRAP","2018-01-04 13:20:00","2018-01-04 13:25:00",121
9210,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:20:00","2018-01-04 13:25:00",82
9211,"2x2 brick mould","PRODUCTION","2018-01-04 13:20:00","2018-01-04 13:25:00",0
9212,"2x2 brick mould","SCRAP","2018-01-04 13:20:00","2018-01-04 13:25:00",0
9213,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:20:00","2018-01-04 13:25:00",86
9214,"3x2 brick mould","PRODUCTION","2018-01-04 13:20:00","2018-01-04 13:25:00",3182
9215,"3x2 brick mould","SCRAP","2018-01-04 13:20:00","2018-01-04 13:25:00",83
9216,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:20:00","2018-01-04 13:25:00",74
9217,"4x2 brick mould","PRODUCTION","2018-01-04 13:25:00","2018-01-04 13:30:00",2975
9218,"4x2 brick mould","SCRAP","2018-01-04 13:25:00","2018-01-04 13:30:00",121
9219,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:25:00","2018-01-04 13:30:00",79
9220,"2x2 brick mould","PRODUCTION","2018-01-04 13:25:00","2018-01-04 13:30:00",0
9221,"2x2 brick mould","SCRAP","2018-01-04 13:25:00","2018-01-04 13:30:00",0
9222,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:25:00","2018-01-04 13:30:00",92
9223,"3x2 brick mould","PRODUCTION","2018-01-04 13:25:00","2018-01-04 13:30:00",2032
9224,"3x2 brick mould","SCRAP","2018-01-04 13:25:00","2018-01-04 13:30:00",80
9225,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:25:00","2018-01-04 13:30:00",78
9226,"4x2 brick mould","PRODUCTION","2018-01-04 13:30:00","2018-01-04 13:35:00",0
9227,"4x2 brick mould","SCRAP","2018-01-04 13:30:00","2018-01-04 13:35:00",0
9228,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:30:00","2018-01-04 13:35:00",78
9229,"2x2 brick mould","PRODUCTION","2018-01-04 13:30:00","2018-01-04 13:35:00",2735
9230,"2x2 brick mould","SCRAP","2018-01-04 13:30:00","2018-01-04 13:35:00",119
9231,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:30:00","2018-01-04 13:35:00",76
9232,"3x2 brick mould","PRODUCTION","2018-01-04 13:30:00","2018-01-04 13:35:00",2990
9233,"3x2 brick mould","SCRAP","2018-01-04 13:30:00","2018-01-04 13:35:00",98
9234,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:30:00","2018-01-04 13:35:00",79
9235,"4x2 brick mould","PRODUCTION","2018-01-04 13:35:00","2018-01-04 13:40:00",2067
9236,"4x2 brick mould","SCRAP","2018-01-04 13:35:00","2018-01-04 13:40:00",63
9237,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:35:00","2018-01-04 13:40:00",78
9238,"2x2 brick mould","PRODUCTION","2018-01-04 13:35:00","2018-01-04 13:40:00",2220
9239,"2x2 brick mould","SCRAP","2018-01-04 13:35:00","2018-01-04 13:40:00",99
9240,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:35:00","2018-01-04 13:40:00",88
9241,"3x2 brick mould","PRODUCTION","2018-01-04 13:35:00","2018-01-04 13:40:00",2349
9242,"3x2 brick mould","SCRAP","2018-01-04 13:35:00","2018-01-04 13:40:00",41
9243,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:35:00","2018-01-04 13:40:00",78
9244,"4x2 brick mould","PRODUCTION","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9245,"4x2 brick mould","SCRAP","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9246,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:40:00","2018-01-04 13:45:00",79
9247,"2x2 brick mould","PRODUCTION","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9248,"2x2 brick mould","SCRAP","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9249,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:40:00","2018-01-04 13:45:00",79
9250,"3x2 brick mould","PRODUCTION","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9251,"3x2 brick mould","SCRAP","2018-01-04 13:40:00","2018-01-04 13:45:00",0
9252,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:40:00","2018-01-04 13:45:00",82
9253,"4x2 brick mould","PRODUCTION","2018-01-04 13:45:00","2018-01-04 13:50:00",2945
9254,"4x2 brick mould","SCRAP","2018-01-04 13:45:00","2018-01-04 13:50:00",41
9255,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:45:00","2018-01-04 13:50:00",89
9256,"2x2 brick mould","PRODUCTION","2018-01-04 13:45:00","2018-01-04 13:50:00",2457
9257,"2x2 brick mould","SCRAP","2018-01-04 13:45:00","2018-01-04 13:50:00",99
9258,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:45:00","2018-01-04 13:50:00",82
9259,"3x2 brick mould","PRODUCTION","2018-01-04 13:45:00","2018-01-04 13:50:00",2414
9260,"3x2 brick mould","SCRAP","2018-01-04 13:45:00","2018-01-04 13:50:00",74
9261,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:45:00","2018-01-04 13:50:00",86
9262,"4x2 brick mould","PRODUCTION","2018-01-04 13:50:00","2018-01-04 13:55:00",2704
9263,"4x2 brick mould","SCRAP","2018-01-04 13:50:00","2018-01-04 13:55:00",61
9264,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:50:00","2018-01-04 13:55:00",75
9265,"2x2 brick mould","PRODUCTION","2018-01-04 13:50:00","2018-01-04 13:55:00",2588
9266,"2x2 brick mould","SCRAP","2018-01-04 13:50:00","2018-01-04 13:55:00",98
9267,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:50:00","2018-01-04 13:55:00",87
9268,"3x2 brick mould","PRODUCTION","2018-01-04 13:50:00","2018-01-04 13:55:00",2786
9269,"3x2 brick mould","SCRAP","2018-01-04 13:50:00","2018-01-04 13:55:00",85
9270,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:50:00","2018-01-04 13:55:00",78
9271,"4x2 brick mould","PRODUCTION","2018-01-04 13:55:00","2018-01-04 14:00:00",2468
9272,"4x2 brick mould","SCRAP","2018-01-04 13:55:00","2018-01-04 14:00:00",40
9273,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 13:55:00","2018-01-04 14:00:00",78
9274,"2x2 brick mould","PRODUCTION","2018-01-04 13:55:00","2018-01-04 14:00:00",2459
9275,"2x2 brick mould","SCRAP","2018-01-04 13:55:00","2018-01-04 14:00:00",79
9276,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 13:55:00","2018-01-04 14:00:00",84
9277,"3x2 brick mould","PRODUCTION","2018-01-04 13:55:00","2018-01-04 14:00:00",2866
9278,"3x2 brick mould","SCRAP","2018-01-04 13:55:00","2018-01-04 14:00:00",92
9279,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 13:55:00","2018-01-04 14:00:00",81
9280,"4x2 brick mould","PRODUCTION","2018-01-04 14:00:00","2018-01-04 14:05:00",0
9281,"4x2 brick mould","SCRAP","2018-01-04 14:00:00","2018-01-04 14:05:00",0
9282,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:00:00","2018-01-04 14:05:00",83
9283,"2x2 brick mould","PRODUCTION","2018-01-04 14:00:00","2018-01-04 14:05:00",2812
9284,"2x2 brick mould","SCRAP","2018-01-04 14:00:00","2018-01-04 14:05:00",47
9285,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:00:00","2018-01-04 14:05:00",85
9286,"3x2 brick mould","PRODUCTION","2018-01-04 14:00:00","2018-01-04 14:05:00",2813
9287,"3x2 brick mould","SCRAP","2018-01-04 14:00:00","2018-01-04 14:05:00",113
9288,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:00:00","2018-01-04 14:05:00",78
9289,"4x2 brick mould","PRODUCTION","2018-01-04 14:05:00","2018-01-04 14:10:00",2306
9290,"4x2 brick mould","SCRAP","2018-01-04 14:05:00","2018-01-04 14:10:00",134
9291,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:05:00","2018-01-04 14:10:00",78
9292,"2x2 brick mould","PRODUCTION","2018-01-04 14:05:00","2018-01-04 14:10:00",2190
9293,"2x2 brick mould","SCRAP","2018-01-04 14:05:00","2018-01-04 14:10:00",136
9294,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:05:00","2018-01-04 14:10:00",78
9295,"3x2 brick mould","PRODUCTION","2018-01-04 14:05:00","2018-01-04 14:10:00",2770
9296,"3x2 brick mould","SCRAP","2018-01-04 14:05:00","2018-01-04 14:10:00",75
9297,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:05:00","2018-01-04 14:10:00",88
9298,"4x2 brick mould","PRODUCTION","2018-01-04 14:10:00","2018-01-04 14:15:00",2651
9299,"4x2 brick mould","SCRAP","2018-01-04 14:10:00","2018-01-04 14:15:00",94
9300,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:10:00","2018-01-04 14:15:00",81
9301,"2x2 brick mould","PRODUCTION","2018-01-04 14:10:00","2018-01-04 14:15:00",2938
9302,"2x2 brick mould","SCRAP","2018-01-04 14:10:00","2018-01-04 14:15:00",137
9303,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:10:00","2018-01-04 14:15:00",90
9304,"3x2 brick mould","PRODUCTION","2018-01-04 14:10:00","2018-01-04 14:15:00",3051
9305,"3x2 brick mould","SCRAP","2018-01-04 14:10:00","2018-01-04 14:15:00",63
9306,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:10:00","2018-01-04 14:15:00",82
9307,"4x2 brick mould","PRODUCTION","2018-01-04 14:15:00","2018-01-04 14:20:00",2082
9308,"4x2 brick mould","SCRAP","2018-01-04 14:15:00","2018-01-04 14:20:00",136
9309,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:15:00","2018-01-04 14:20:00",77
9310,"2x2 brick mould","PRODUCTION","2018-01-04 14:15:00","2018-01-04 14:20:00",3104
9311,"2x2 brick mould","SCRAP","2018-01-04 14:15:00","2018-01-04 14:20:00",77
9312,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:15:00","2018-01-04 14:20:00",76
9313,"3x2 brick mould","PRODUCTION","2018-01-04 14:15:00","2018-01-04 14:20:00",0
9314,"3x2 brick mould","SCRAP","2018-01-04 14:15:00","2018-01-04 14:20:00",0
9315,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:15:00","2018-01-04 14:20:00",78
9316,"4x2 brick mould","PRODUCTION","2018-01-04 14:20:00","2018-01-04 14:25:00",2798
9317,"4x2 brick mould","SCRAP","2018-01-04 14:20:00","2018-01-04 14:25:00",123
9318,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:20:00","2018-01-04 14:25:00",73
9319,"2x2 brick mould","PRODUCTION","2018-01-04 14:20:00","2018-01-04 14:25:00",0
9320,"2x2 brick mould","SCRAP","2018-01-04 14:20:00","2018-01-04 14:25:00",0
9321,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:20:00","2018-01-04 14:25:00",78
9322,"3x2 brick mould","PRODUCTION","2018-01-04 14:20:00","2018-01-04 14:25:00",3023
9323,"3x2 brick mould","SCRAP","2018-01-04 14:20:00","2018-01-04 14:25:00",57
9324,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:20:00","2018-01-04 14:25:00",76
9325,"4x2 brick mould","PRODUCTION","2018-01-04 14:25:00","2018-01-04 14:30:00",2303
9326,"4x2 brick mould","SCRAP","2018-01-04 14:25:00","2018-01-04 14:30:00",123
9327,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:25:00","2018-01-04 14:30:00",80
9328,"2x2 brick mould","PRODUCTION","2018-01-04 14:25:00","2018-01-04 14:30:00",2684
9329,"2x2 brick mould","SCRAP","2018-01-04 14:25:00","2018-01-04 14:30:00",58
9330,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:25:00","2018-01-04 14:30:00",84
9331,"3x2 brick mould","PRODUCTION","2018-01-04 14:25:00","2018-01-04 14:30:00",0
9332,"3x2 brick mould","SCRAP","2018-01-04 14:25:00","2018-01-04 14:30:00",0
9333,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:25:00","2018-01-04 14:30:00",75
9334,"4x2 brick mould","PRODUCTION","2018-01-04 14:30:00","2018-01-04 14:35:00",0
9335,"4x2 brick mould","SCRAP","2018-01-04 14:30:00","2018-01-04 14:35:00",0
9336,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:30:00","2018-01-04 14:35:00",78
9337,"2x2 brick mould","PRODUCTION","2018-01-04 14:30:00","2018-01-04 14:35:00",2483
9338,"2x2 brick mould","SCRAP","2018-01-04 14:30:00","2018-01-04 14:35:00",132
9339,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:30:00","2018-01-04 14:35:00",79
9340,"3x2 brick mould","PRODUCTION","2018-01-04 14:30:00","2018-01-04 14:35:00",2235
9341,"3x2 brick mould","SCRAP","2018-01-04 14:30:00","2018-01-04 14:35:00",126
9342,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:30:00","2018-01-04 14:35:00",91
9343,"4x2 brick mould","PRODUCTION","2018-01-04 14:35:00","2018-01-04 14:40:00",3088
9344,"4x2 brick mould","SCRAP","2018-01-04 14:35:00","2018-01-04 14:40:00",116
9345,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:35:00","2018-01-04 14:40:00",79
9346,"2x2 brick mould","PRODUCTION","2018-01-04 14:35:00","2018-01-04 14:40:00",2901
9347,"2x2 brick mould","SCRAP","2018-01-04 14:35:00","2018-01-04 14:40:00",47
9348,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:35:00","2018-01-04 14:40:00",79
9349,"3x2 brick mould","PRODUCTION","2018-01-04 14:35:00","2018-01-04 14:40:00",0
9350,"3x2 brick mould","SCRAP","2018-01-04 14:35:00","2018-01-04 14:40:00",0
9351,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:35:00","2018-01-04 14:40:00",79
9352,"4x2 brick mould","PRODUCTION","2018-01-04 14:40:00","2018-01-04 14:45:00",2747
9353,"4x2 brick mould","SCRAP","2018-01-04 14:40:00","2018-01-04 14:45:00",65
9354,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:40:00","2018-01-04 14:45:00",79
9355,"2x2 brick mould","PRODUCTION","2018-01-04 14:40:00","2018-01-04 14:45:00",2140
9356,"2x2 brick mould","SCRAP","2018-01-04 14:40:00","2018-01-04 14:45:00",57
9357,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:40:00","2018-01-04 14:45:00",91
9358,"3x2 brick mould","PRODUCTION","2018-01-04 14:40:00","2018-01-04 14:45:00",2612
9359,"3x2 brick mould","SCRAP","2018-01-04 14:40:00","2018-01-04 14:45:00",64
9360,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:40:00","2018-01-04 14:45:00",79
9361,"4x2 brick mould","PRODUCTION","2018-01-04 14:45:00","2018-01-04 14:50:00",2756
9362,"4x2 brick mould","SCRAP","2018-01-04 14:45:00","2018-01-04 14:50:00",111
9363,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:45:00","2018-01-04 14:50:00",77
9364,"2x2 brick mould","PRODUCTION","2018-01-04 14:45:00","2018-01-04 14:50:00",2517
9365,"2x2 brick mould","SCRAP","2018-01-04 14:45:00","2018-01-04 14:50:00",73
9366,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:45:00","2018-01-04 14:50:00",83
9367,"3x2 brick mould","PRODUCTION","2018-01-04 14:45:00","2018-01-04 14:50:00",0
9368,"3x2 brick mould","SCRAP","2018-01-04 14:45:00","2018-01-04 14:50:00",0
9369,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:45:00","2018-01-04 14:50:00",80
9370,"4x2 brick mould","PRODUCTION","2018-01-04 14:50:00","2018-01-04 14:55:00",2626
9371,"4x2 brick mould","SCRAP","2018-01-04 14:50:00","2018-01-04 14:55:00",130
9372,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:50:00","2018-01-04 14:55:00",82
9373,"2x2 brick mould","PRODUCTION","2018-01-04 14:50:00","2018-01-04 14:55:00",2255
9374,"2x2 brick mould","SCRAP","2018-01-04 14:50:00","2018-01-04 14:55:00",72
9375,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:50:00","2018-01-04 14:55:00",79
9376,"3x2 brick mould","PRODUCTION","2018-01-04 14:50:00","2018-01-04 14:55:00",2598
9377,"3x2 brick mould","SCRAP","2018-01-04 14:50:00","2018-01-04 14:55:00",70
9378,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:50:00","2018-01-04 14:55:00",77
9379,"4x2 brick mould","PRODUCTION","2018-01-04 14:55:00","2018-01-04 15:00:00",3154
9380,"4x2 brick mould","SCRAP","2018-01-04 14:55:00","2018-01-04 15:00:00",126
9381,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 14:55:00","2018-01-04 15:00:00",79
9382,"2x2 brick mould","PRODUCTION","2018-01-04 14:55:00","2018-01-04 15:00:00",2638
9383,"2x2 brick mould","SCRAP","2018-01-04 14:55:00","2018-01-04 15:00:00",82
9384,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 14:55:00","2018-01-04 15:00:00",96
9385,"3x2 brick mould","PRODUCTION","2018-01-04 14:55:00","2018-01-04 15:00:00",2859
9386,"3x2 brick mould","SCRAP","2018-01-04 14:55:00","2018-01-04 15:00:00",63
9387,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 14:55:00","2018-01-04 15:00:00",94
9388,"4x2 brick mould","PRODUCTION","2018-01-04 15:00:00","2018-01-04 15:05:00",2246
9389,"4x2 brick mould","SCRAP","2018-01-04 15:00:00","2018-01-04 15:05:00",86
9390,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 15:00:00","2018-01-04 15:05:00",80
9391,"2x2 brick mould","PRODUCTION","2018-01-04 15:00:00","2018-01-04 15:05:00",2099
9392,"2x2 brick mould","SCRAP","2018-01-04 15:00:00","2018-01-04 15:05:00",119
9393,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 15:00:00","2018-01-04 15:05:00",77
9394,"3x2 brick mould","PRODUCTION","2018-01-04 15:00:00","2018-01-04 15:05:00",0
9395,"3x2 brick mould","SCRAP","2018-01-04 15:00:00","2018-01-04 15:05:00",0
9396,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 15:00:00","2018-01-04 15:05:00",81
9397,"4x2 brick mould","PRODUCTION","2018-01-04 15:05:00","2018-01-04 15:10:00",2346
9398,"4x2 brick mould","SCRAP","2018-01-04 15:05:00","2018-01-04 15:10:00",134
9399,"4x2 brick mould","CORE TEMPERATURE","2018-01-04 15:05:00","2018-01-04 15:10:00",85
9400,"2x2 brick mould","PRODUCTION","2018-01-04 15:05:00","2018-01-04 15:10:00",2802
9401,"2x2 brick mould","SCRAP","2018-01-04 15:05:00","2018-01-04 15:10:00",46
9402,"2x2 brick mould","CORE TEMPERATURE","2018-01-04 15:05:00","2018-01-04 15:10:00",86
9403,"3x2 brick mould","PRODUCTION","2018-01-04 15:05:00","2018-01-04 15:10:00",2594
9404,"3x2 brick mould","SCRAP","2018-01-04 15:05:00","2018-01-04 15:10:00",112
9405,"3x2 brick mould","CORE TEMPERATURE","2018-01-04 15:05:00","2018-01-04 15:10:00",79
9406,"4x2 brick mould","PRODUCTION","2018-01-04 15:10:00","2018-01-04 15:15:00",2278
9407,"4x2 brick mould","SCRAP","2018-01-04 15:10:00","2018-01-04 15:15:00",137
